,country,year,no_schooling,total_primary,completed_primary,total_secondary,completed_secondary,total_tertiary,completed_tertiary,avg_years_total_schooling,avg_years_primary_schooling,avg_years_secondary_schooling,avg_years_tertiary_schooling,population_1000s,region,iso_alpha
1520,Colombia,1880,87.0,12.9,3.5,0.1,0.0,0.1,0.1,0.43,0.42,0.01,0.0,1654.0,Latin America and the Caribbean,COL
1521,Colombia,1885,85.4,14.4,4.0,0.1,0.0,0.1,0.1,0.49,0.47,0.01,0.0,1790.0,Latin America and the Caribbean,COL
1522,Colombia,1890,84.6,15.1,4.2,0.1,0.0,0.2,0.1,0.52,0.5,0.02,0.01,1926.0,Latin America and the Caribbean,COL
1523,Colombia,1895,84.4,15.2,4.3,0.2,0.1,0.2,0.1,0.53,0.51,0.02,0.01,2101.0,Latin America and the Caribbean,COL
1524,Colombia,1900,77.0,21.2,6.1,1.5,0.5,0.3,0.2,0.86,0.77,0.08,0.01,2276.0,Latin America and the Caribbean,COL
1525,Colombia,1905,73.9,23.6,6.9,2.2,0.7,0.3,0.2,1.01,0.89,0.12,0.01,2512.0,Latin America and the Caribbean,COL
1526,Colombia,1910,65.0,30.1,9.0,4.6,1.4,0.3,0.2,1.46,1.22,0.23,0.01,2772.0,Latin America and the Caribbean,COL
1527,Colombia,1915,61.4,32.8,10.0,5.4,1.7,0.4,0.3,1.65,1.36,0.27,0.01,3069.0,Latin America and the Caribbean,COL
1528,Colombia,1920,57.8,35.8,11.2,6.0,2.0,0.4,0.3,1.82,1.5,0.31,0.02,3032.0,Latin America and the Caribbean,COL
1529,Colombia,1925,51.9,41.3,13.3,6.3,2.2,0.5,0.4,2.05,1.7,0.32,0.02,3929.0,Latin America and the Caribbean,COL
1530,Colombia,1930,48.2,44.6,14.7,6.6,2.3,0.6,0.4,2.21,1.84,0.34,0.02,4390.0,Latin America and the Caribbean,COL
1531,Colombia,1935,45.6,46.4,15.7,7.3,2.6,0.6,0.5,2.35,1.95,0.38,0.02,4644.0,Latin America and the Caribbean,COL
1532,Colombia,1940,44.2,47.5,16.5,7.7,2.8,0.6,0.5,2.44,2.02,0.4,0.02,4796.0,Latin America and the Caribbean,COL
1533,Colombia,1945,41.3,50.0,17.7,8.0,2.9,0.7,0.5,2.57,2.13,0.42,0.02,5710.0,Latin America and the Caribbean,COL
1534,Colombia,1950,38.9,52.1,7.6,8.2,1.7,0.8,0.6,2.38,1.94,0.41,0.03,6816.0,Latin America and the Caribbean,COL
1535,Colombia,1955,35.3,54.3,14.1,9.4,1.9,0.9,0.7,2.73,2.23,0.47,0.03,7593.0,Latin America and the Caribbean,COL
1536,Colombia,1960,30.8,56.6,17.4,11.3,2.1,1.3,1.0,3.1,2.48,0.57,0.05,8532.0,Latin America and the Caribbean,COL
1537,Colombia,1965,26.7,57.9,19.5,13.8,2.6,1.6,1.3,3.47,2.71,0.7,0.06,9810.0,Latin America and the Caribbean,COL
1538,Colombia,1970,22.3,57.1,19.9,18.3,3.5,2.3,1.9,3.98,2.95,0.94,0.08,11477.0,Latin America and the Caribbean,COL
1539,Colombia,1975,19.3,55.2,20.2,22.6,4.2,2.9,2.4,4.43,3.16,1.16,0.1,13453.0,Latin America and the Caribbean,COL
1540,Colombia,1980,15.8,53.4,20.1,26.2,5.3,4.7,3.9,4.99,3.38,1.43,0.17,15800.0,Latin America and the Caribbean,COL
1541,Colombia,1985,12.2,50.8,20.6,30.6,7.3,6.4,5.4,5.63,3.64,1.75,0.24,18419.0,Latin America and the Caribbean,COL
1542,Colombia,1990,10.4,47.4,19.7,33.6,9.8,8.6,7.2,6.16,3.79,2.05,0.32,20871.0,Latin America and the Caribbean,COL
1543,Colombia,1995,10.2,41.7,17.8,38.0,14.5,10.0,8.5,6.68,3.89,2.42,0.37,23538.0,Latin America and the Caribbean,COL
1544,Colombia,2000,8.1,42.3,24.0,39.5,21.2,10.1,8.6,7.12,4.14,2.61,0.37,26306.0,Latin America and the Caribbean,COL
1545,Colombia,2005,4.8,43.9,29.2,42.8,32.8,8.4,7.2,7.56,4.38,2.87,0.31,29137.0,Latin America and the Caribbean,COL
1546,Colombia,2010,4.4,26.5,26.5,46.8,27.1,22.3,18.8,9.35,4.78,3.75,0.82,32102.0,Latin America and the Caribbean,COL
1551,Costa Rica,1870,87.7,12.2,3.3,0.1,0.0,0.0,0.0,0.48,0.47,0.0,0.0,75.0,Latin America and the Caribbean,CRI
1552,Costa Rica,1875,85.6,14.3,3.9,0.1,0.0,0.0,0.0,0.56,0.55,0.0,0.0,90.0,Latin America and the Caribbean,CRI
1553,Costa Rica,1880,83.2,16.7,4.6,0.1,0.0,0.0,0.0,0.65,0.65,0.01,0.0,106.0,Latin America and the Caribbean,CRI
1554,Costa Rica,1885,80.5,19.3,5.3,0.1,0.1,0.0,0.0,0.76,0.75,0.01,0.0,97.0,Latin America and the Caribbean,CRI
1555,Costa Rica,1890,77.3,22.5,6.3,0.2,0.1,0.0,0.0,0.89,0.88,0.01,0.0,138.0,Latin America and the Caribbean,CRI
1556,Costa Rica,1895,73.8,25.9,7.4,0.3,0.1,0.0,0.0,1.03,1.02,0.01,0.0,149.0,Latin America and the Caribbean,CRI
1557,Costa Rica,1900,60.4,37.3,10.8,1.9,0.7,0.4,0.2,1.69,1.58,0.09,0.01,167.0,Latin America and the Caribbean,CRI
1558,Costa Rica,1905,54.4,42.3,12.4,2.7,1.1,0.6,0.4,1.99,1.84,0.13,0.02,191.0,Latin America and the Caribbean,CRI
1559,Costa Rica,1910,48.4,47.3,14.2,3.9,1.5,0.5,0.4,2.3,2.11,0.17,0.02,203.0,Latin America and the Caribbean,CRI
1560,Costa Rica,1915,44.1,50.9,15.5,4.5,1.7,0.7,0.5,2.52,2.3,0.2,0.02,218.0,Latin America and the Caribbean,CRI
1561,Costa Rica,1920,38.8,55.5,17.3,5.0,1.9,0.8,0.6,2.79,2.53,0.23,0.03,234.0,Latin America and the Caribbean,CRI
1562,Costa Rica,1925,33.3,60.4,19.3,5.6,2.1,0.9,0.7,3.06,2.78,0.25,0.03,260.0,Latin America and the Caribbean,CRI
1563,Costa Rica,1930,30.7,62.7,20.4,5.8,2.1,0.9,0.8,3.2,2.9,0.26,0.03,279.0,Latin America and the Caribbean,CRI
1564,Costa Rica,1935,27.9,65.2,21.7,6.0,2.2,1.0,0.9,3.35,3.03,0.28,0.04,308.0,Latin America and the Caribbean,CRI
1565,Costa Rica,1940,24.8,68.0,23.3,6.0,2.2,1.3,1.0,3.5,3.17,0.29,0.04,349.0,Latin America and the Caribbean,CRI
1566,Costa Rica,1945,21.5,70.9,24.8,6.2,2.3,1.5,1.1,3.69,3.33,0.3,0.05,395.0,Latin America and the Caribbean,CRI
1567,Costa Rica,1950,19.2,72.7,18.3,6.6,2.4,1.6,1.2,3.6,3.22,0.32,0.06,547.0,Latin America and the Caribbean,CRI
1568,Costa Rica,1955,18.0,72.4,20.5,7.6,2.6,2.0,1.5,3.82,3.36,0.38,0.07,602.0,Latin America and the Caribbean,CRI
1569,Costa Rica,1960,17.7,71.2,21.2,8.7,3.0,2.4,1.8,3.96,3.44,0.44,0.08,674.0,Latin America and the Caribbean,CRI
1570,Costa Rica,1965,16.6,69.8,22.7,10.7,3.6,2.8,2.1,4.22,3.59,0.54,0.1,772.0,Latin America and the Caribbean,CRI
1571,Costa Rica,1970,16.2,69.9,15.3,11.1,3.8,2.8,2.0,4.03,3.39,0.55,0.1,921.0,Latin America and the Caribbean,CRI
1572,Costa Rica,1975,10.8,65.0,24.1,18.5,7.2,5.7,3.8,5.3,4.13,0.98,0.19,1106.0,Latin America and the Caribbean,CRI
1573,Costa Rica,1980,8.1,61.0,33.8,22.4,9.2,8.5,5.7,6.26,4.7,1.28,0.28,1349.0,Latin America and the Caribbean,CRI
1574,Costa Rica,1985,6.0,57.6,36.0,26.1,11.6,10.3,7.9,6.88,4.99,1.53,0.36,1594.0,Latin America and the Caribbean,CRI
1575,Costa Rica,1990,5.4,54.7,36.4,27.4,13.0,12.4,10.2,7.28,5.12,1.7,0.45,1822.0,Latin America and the Caribbean,CRI
1576,Costa Rica,1995,5.1,51.3,34.5,29.2,14.2,14.4,12.6,7.61,5.19,1.88,0.54,2100.0,Latin America and the Caribbean,CRI
1577,Costa Rica,2000,4.2,47.1,33.1,34.5,16.7,14.3,13.1,7.96,5.33,2.08,0.55,2468.0,Latin America and the Caribbean,CRI
1578,Costa Rica,2005,2.5,40.2,28.6,41.9,20.3,15.4,14.2,8.52,5.5,2.43,0.59,2849.0,Latin America and the Caribbean,CRI
1579,Costa Rica,2010,2.7,46.6,34.7,33.6,21.4,17.1,15.8,8.43,5.48,2.29,0.66,3164.0,Latin America and the Caribbean,CRI
1584,Cuba,1870,96.2,3.7,0.5,0.1,0.0,0.0,0.0,0.14,0.13,0.01,0.0,848.0,Latin America and the Caribbean,CUB
1585,Cuba,1875,95.3,4.4,0.6,0.2,0.1,0.1,0.0,0.18,0.17,0.01,0.0,884.0,Latin America and the Caribbean,CUB
1586,Cuba,1880,94.3,5.4,0.8,0.2,0.1,0.1,0.0,0.22,0.2,0.01,0.0,921.0,Latin America and the Caribbean,CUB
1587,Cuba,1885,93.1,6.5,1.0,0.3,0.1,0.1,0.1,0.27,0.25,0.01,0.0,961.0,Latin America and the Caribbean,CUB
1588,Cuba,1890,91.4,8.1,1.4,0.4,0.1,0.1,0.1,0.34,0.32,0.02,0.0,1001.0,Latin America and the Caribbean,CUB
1589,Cuba,1895,88.8,10.5,2.1,0.6,0.2,0.1,0.1,0.45,0.42,0.03,0.0,1053.0,Latin America and the Caribbean,CUB
1590,Cuba,1900,79.7,19.2,4.5,0.9,0.3,0.2,0.1,0.82,0.78,0.04,0.01,1072.0,Latin America and the Caribbean,CUB
1591,Cuba,1905,67.8,30.5,7.9,1.3,0.4,0.3,0.2,1.33,1.25,0.06,0.01,1195.0,Latin America and the Caribbean,CUB
1592,Cuba,1910,62.3,35.8,10.2,1.5,0.5,0.4,0.3,1.58,1.5,0.07,0.01,1235.0,Latin America and the Caribbean,CUB
1593,Cuba,1915,52.8,44.6,14.1,2.3,0.7,0.4,0.3,2.03,1.92,0.09,0.01,1418.0,Latin America and the Caribbean,CUB
1594,Cuba,1920,47.9,49.1,16.6,2.4,0.8,0.6,0.4,2.28,2.15,0.11,0.02,1562.0,Latin America and the Caribbean,CUB
1595,Cuba,1925,41.3,55.3,19.8,2.8,1.0,0.6,0.5,2.61,2.46,0.13,0.02,1898.0,Latin America and the Caribbean,CUB
1596,Cuba,1930,34.3,61.9,23.4,3.0,1.1,0.8,0.6,2.96,2.79,0.14,0.03,2169.0,Latin America and the Caribbean,CUB
1597,Cuba,1935,30.4,65.5,25.5,3.2,1.1,0.9,0.7,3.16,2.97,0.15,0.03,2438.0,Latin America and the Caribbean,CUB
1598,Cuba,1940,27.7,67.9,27.1,3.4,1.2,1.0,0.8,3.31,3.11,0.16,0.04,2694.0,Latin America and the Caribbean,CUB
1599,Cuba,1945,25.8,69.6,28.3,3.5,1.3,1.1,0.8,3.42,3.21,0.17,0.04,2877.0,Latin America and the Caribbean,CUB
1600,Cuba,1950,23.8,70.8,29.3,3.9,1.3,1.5,1.1,3.58,3.33,0.2,0.05,3470.0,Latin America and the Caribbean,CUB
1601,Cuba,1955,22.7,71.2,29.3,4.6,1.5,1.5,1.1,3.66,3.38,0.23,0.05,3832.0,Latin America and the Caribbean,CUB
1602,Cuba,1960,20.8,68.4,31.1,9.1,3.0,1.7,1.2,4.08,3.63,0.39,0.06,4237.0,Latin America and the Caribbean,CUB
1603,Cuba,1965,17.9,65.7,31.5,14.3,4.9,2.1,1.5,4.55,3.9,0.58,0.07,4539.0,Latin America and the Caribbean,CUB
1604,Cuba,1970,12.3,62.9,32.3,21.9,8.3,2.9,2.0,5.41,4.34,0.98,0.1,4815.0,Latin America and the Caribbean,CUB
1605,Cuba,1975,7.0,56.9,30.1,32.3,12.6,3.8,2.7,6.48,4.78,1.58,0.13,5162.0,Latin America and the Caribbean,CUB
1606,Cuba,1980,3.6,43.6,23.7,48.0,19.1,4.8,3.2,7.82,5.19,2.47,0.16,5823.0,Latin America and the Caribbean,CUB
1607,Cuba,1985,5.3,31.0,17.1,57.5,24.6,6.1,4.1,8.64,5.26,3.17,0.21,6552.0,Latin America and the Caribbean,CUB
1608,Cuba,1990,6.5,23.1,13.1,63.1,29.1,7.3,5.1,9.21,5.31,3.65,0.25,7235.0,Latin America and the Caribbean,CUB
1609,Cuba,1995,7.1,17.4,10.3,67.1,33.0,8.4,6.1,9.58,5.36,3.93,0.29,7484.0,Latin America and the Caribbean,CUB
1610,Cuba,2000,6.7,13.5,8.5,70.9,35.1,8.8,6.7,9.88,5.45,4.12,0.31,7714.0,Latin America and the Caribbean,CUB
1611,Cuba,2005,5.0,11.8,7.7,69.7,34.6,13.5,8.3,10.36,5.57,4.35,0.44,7901.0,Latin America and the Caribbean,CUB
1612,Cuba,2010,3.5,9.8,6.6,64.8,32.9,21.8,13.1,11.06,5.69,4.67,0.7,7962.0,Latin America and the Caribbean,CUB
1617,Dominican Republic,1870,98.3,1.7,0.5,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,134.0,Latin America and the Caribbean,DOM
1618,Dominican Republic,1875,97.4,2.6,0.7,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,174.0,Latin America and the Caribbean,DOM
1619,Dominican Republic,1880,96.4,3.6,1.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,213.0,Latin America and the Caribbean,DOM
1620,Dominican Republic,1885,95.3,4.7,1.3,0.0,0.0,0.0,0.0,0.19,0.18,0.0,0.0,245.0,Latin America and the Caribbean,DOM
1621,Dominican Republic,1890,94.3,5.7,1.6,0.0,0.0,0.0,0.0,0.23,0.22,0.0,0.0,277.0,Latin America and the Caribbean,DOM
1622,Dominican Republic,1895,93.4,6.6,1.8,0.0,0.0,0.0,0.0,0.26,0.25,0.0,0.0,276.0,Latin America and the Caribbean,DOM
1623,Dominican Republic,1900,92.5,7.5,2.1,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.0,275.0,Latin America and the Caribbean,DOM
1624,Dominican Republic,1905,83.0,16.5,4.7,0.4,0.1,0.1,0.0,0.7,0.67,0.03,0.0,315.0,Latin America and the Caribbean,DOM
1625,Dominican Republic,1910,74.5,24.4,6.8,0.8,0.2,0.3,0.1,1.06,1.0,0.05,0.01,362.0,Latin America and the Caribbean,DOM
1626,Dominican Republic,1915,69.1,29.4,8.1,1.2,0.2,0.3,0.1,1.3,1.22,0.07,0.01,411.0,Latin America and the Caribbean,DOM
1627,Dominican Republic,1920,62.9,35.8,9.8,1.0,0.2,0.4,0.2,1.53,1.45,0.07,0.01,457.0,Latin America and the Caribbean,DOM
1628,Dominican Republic,1925,55.7,42.3,11.6,1.6,0.3,0.4,0.2,1.85,1.74,0.1,0.01,544.0,Latin America and the Caribbean,DOM
1629,Dominican Republic,1930,46.9,50.9,14.1,1.8,0.3,0.5,0.2,2.21,2.08,0.11,0.01,644.0,Latin America and the Caribbean,DOM
1630,Dominican Republic,1935,44.7,52.8,14.6,1.9,0.4,0.5,0.2,2.3,2.17,0.12,0.02,754.0,Latin America and the Caribbean,DOM
1631,Dominican Republic,1940,45.4,51.7,14.2,2.3,0.4,0.6,0.3,2.3,2.15,0.14,0.02,857.0,Latin America and the Caribbean,DOM
1632,Dominican Republic,1945,43.8,52.9,14.5,2.5,0.5,0.7,0.3,2.39,2.22,0.15,0.02,972.0,Latin America and the Caribbean,DOM
1633,Dominican Republic,1950,41.0,55.4,15.4,2.9,0.5,0.7,0.3,2.53,2.34,0.17,0.02,1230.0,Latin America and the Caribbean,DOM
1634,Dominican Republic,1955,39.7,56.6,15.7,2.9,0.5,0.8,0.3,2.58,2.39,0.17,0.02,1427.0,Latin America and the Caribbean,DOM
1635,Dominican Republic,1960,34.6,61.5,16.4,3.2,0.6,0.8,0.3,2.78,2.58,0.19,0.02,1662.0,Latin America and the Caribbean,DOM
1636,Dominican Republic,1965,32.6,56.4,8.9,9.6,1.8,1.3,0.3,3.15,2.62,0.5,0.03,1934.0,Latin America and the Caribbean,DOM
1637,Dominican Republic,1970,31.0,50.1,5.7,17.0,3.8,2.0,0.5,3.74,2.81,0.87,0.05,2282.0,Latin America and the Caribbean,DOM
1638,Dominican Republic,1975,27.5,48.6,7.9,20.9,4.4,3.0,0.6,4.3,3.13,1.1,0.07,2719.0,Latin America and the Caribbean,DOM
1639,Dominican Republic,1980,23.4,47.0,9.9,24.9,5.7,4.6,0.9,4.98,3.48,1.39,0.11,3186.0,Latin America and the Caribbean,DOM
1640,Dominican Republic,1985,20.0,45.3,10.6,28.0,7.1,6.6,1.3,5.58,3.76,1.66,0.16,3738.0,Latin America and the Caribbean,DOM
1641,Dominican Republic,1990,16.5,43.5,12.7,30.5,8.6,9.6,1.9,6.13,4.09,1.81,0.23,4265.0,Latin America and the Caribbean,DOM
1642,Dominican Republic,1995,13.0,44.2,14.7,31.0,9.9,11.8,2.5,6.58,4.33,1.96,0.29,4777.0,Latin America and the Caribbean,DOM
1643,Dominican Republic,2000,10.3,43.0,14.7,32.4,11.4,14.3,3.1,7.03,4.53,2.15,0.35,5275.0,Latin America and the Caribbean,DOM
1644,Dominican Republic,2005,8.2,40.9,14.9,34.2,14.1,16.7,3.7,7.54,4.73,2.4,0.41,5772.0,Latin America and the Caribbean,DOM
1645,Dominican Republic,2010,6.5,31.5,11.9,49.9,23.4,12.2,3.1,8.12,5.02,2.8,0.3,6306.0,Latin America and the Caribbean,DOM
1650,Ecuador,1870,93.7,6.3,1.7,0.0,0.0,0.0,0.0,0.25,0.24,0.0,0.0,582.0,Latin America and the Caribbean,ECU
1651,Ecuador,1875,92.3,7.7,2.1,0.0,0.0,0.0,0.0,0.3,0.29,0.0,0.0,622.0,Latin America and the Caribbean,ECU
1652,Ecuador,1880,90.8,9.2,2.5,0.0,0.0,0.0,0.0,0.36,0.36,0.0,0.0,662.0,Latin America and the Caribbean,ECU
1653,Ecuador,1885,89.0,11.0,3.1,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.0,693.0,Latin America and the Caribbean,ECU
1654,Ecuador,1890,86.8,13.2,3.7,0.0,0.0,0.0,0.0,0.52,0.51,0.0,0.0,724.0,Latin America and the Caribbean,ECU
1655,Ecuador,1895,84.4,15.6,4.5,0.0,0.0,0.0,0.0,0.61,0.61,0.0,0.0,758.0,Latin America and the Caribbean,ECU
1656,Ecuador,1900,77.3,21.8,6.3,0.7,0.3,0.2,0.1,0.95,0.9,0.04,0.01,793.0,Latin America and the Caribbean,ECU
1657,Ecuador,1905,74.6,24.2,7.1,1.0,0.4,0.3,0.1,1.08,1.01,0.06,0.01,850.0,Latin America and the Caribbean,ECU
1658,Ecuador,1910,71.8,25.7,7.6,2.4,1.0,0.3,0.2,1.29,1.16,0.12,0.01,911.0,Latin America and the Caribbean,ECU
1659,Ecuador,1915,68.4,28.5,8.7,2.8,1.2,0.3,0.2,1.46,1.3,0.14,0.01,965.0,Latin America and the Caribbean,ECU
1660,Ecuador,1920,65.1,31.4,9.7,3.1,1.4,0.4,0.2,1.62,1.45,0.16,0.01,1003.0,Latin America and the Caribbean,ECU
1661,Ecuador,1925,63.5,32.5,10.2,3.5,1.6,0.5,0.3,1.72,1.52,0.18,0.01,1043.0,Latin America and the Caribbean,ECU
1662,Ecuador,1930,59.9,35.8,11.6,3.8,1.8,0.5,0.3,1.9,1.68,0.2,0.02,1084.0,Latin America and the Caribbean,ECU
1663,Ecuador,1935,55.4,39.8,13.2,4.2,2.0,0.6,0.3,2.12,1.88,0.22,0.02,1222.0,Latin America and the Caribbean,ECU
1664,Ecuador,1940,52.5,42.3,14.5,4.6,2.1,0.6,0.4,2.27,2.02,0.24,0.02,1369.0,Latin America and the Caribbean,ECU
1665,Ecuador,1945,48.8,45.4,16.0,5.1,2.3,0.7,0.4,2.48,2.19,0.26,0.02,1539.0,Latin America and the Caribbean,ECU
1666,Ecuador,1950,45.4,47.9,14.9,5.9,2.7,0.8,0.4,2.62,2.29,0.31,0.02,1869.0,Latin America and the Caribbean,ECU
1667,Ecuador,1955,38.9,52.6,14.1,7.5,3.4,1.0,0.5,2.93,2.51,0.39,0.03,2059.0,Latin America and the Caribbean,ECU
1668,Ecuador,1960,32.3,57.1,14.0,9.4,4.2,1.2,0.7,3.29,2.77,0.48,0.04,2301.0,Latin America and the Caribbean,ECU
1669,Ecuador,1965,29.2,57.5,27.1,11.5,5.2,1.8,0.8,4.0,3.34,0.61,0.05,2616.0,Latin America and the Caribbean,ECU
1670,Ecuador,1970,26.6,57.1,34.4,13.9,6.2,2.5,1.1,4.55,3.73,0.75,0.07,3067.0,Latin America and the Caribbean,ECU
1671,Ecuador,1975,23.8,55.2,36.9,17.7,7.5,3.3,1.4,5.07,4.02,0.95,0.09,3601.0,Latin America and the Caribbean,ECU
1672,Ecuador,1980,17.6,48.6,34.9,26.2,11.9,7.5,3.6,6.35,4.53,1.6,0.22,4234.0,Latin America and the Caribbean,ECU
1673,Ecuador,1985,16.8,43.7,27.7,28.9,14.5,10.6,4.9,6.76,4.51,1.94,0.31,4988.0,Latin America and the Caribbean,ECU
1674,Ecuador,1990,15.0,40.3,25.2,32.4,17.0,12.3,6.1,7.23,4.65,2.22,0.37,5844.0,Latin America and the Caribbean,ECU
1675,Ecuador,1995,16.0,38.8,24.6,31.3,17.2,13.8,7.0,7.32,4.61,2.29,0.42,6737.0,Latin America and the Caribbean,ECU
1676,Ecuador,2000,16.9,37.5,24.9,30.6,17.5,15.1,7.7,7.41,4.61,2.35,0.46,7437.0,Latin America and the Caribbean,ECU
1677,Ecuador,2005,11.1,44.3,31.3,31.0,20.1,13.6,6.9,7.7,4.94,2.35,0.41,8174.0,Latin America and the Caribbean,ECU
1678,Ecuador,2010,5.7,50.6,37.9,33.7,27.3,10.0,5.6,8.02,5.27,2.43,0.31,8973.0,Latin America and the Caribbean,ECU
1683,El Salvador,1870,92.9,6.7,1.8,0.4,0.2,0.0,0.0,0.3,0.28,0.02,0.0,284.0,Latin America and the Caribbean,SLV
1684,El Salvador,1875,91.7,7.8,2.1,0.5,0.2,0.0,0.0,0.35,0.33,0.02,0.0,312.0,Latin America and the Caribbean,SLV
1685,El Salvador,1880,90.2,9.2,2.5,0.6,0.2,0.0,0.0,0.41,0.39,0.02,0.0,339.0,Latin America and the Caribbean,SLV
1686,El Salvador,1885,88.5,10.7,3.0,0.8,0.3,0.0,0.0,0.49,0.46,0.03,0.0,367.0,Latin America and the Caribbean,SLV
1687,El Salvador,1890,86.6,12.5,3.5,0.9,0.4,0.0,0.0,0.57,0.54,0.04,0.0,394.0,Latin America and the Caribbean,SLV
1688,El Salvador,1895,84.6,14.4,4.1,1.0,0.4,0.0,0.0,0.66,0.62,0.04,0.0,416.0,Latin America and the Caribbean,SLV
1689,El Salvador,1900,80.0,18.5,5.4,1.3,0.5,0.2,0.1,0.87,0.8,0.06,0.01,438.0,Latin America and the Caribbean,SLV
1690,El Salvador,1905,78.0,20.3,6.0,1.5,0.6,0.2,0.1,0.96,0.89,0.07,0.01,486.0,Latin America and the Caribbean,SLV
1691,El Salvador,1910,73.9,23.5,7.1,2.5,0.9,0.2,0.1,1.19,1.08,0.1,0.01,539.0,Latin America and the Caribbean,SLV
1692,El Salvador,1915,72.9,24.4,7.5,2.6,1.0,0.2,0.2,1.24,1.12,0.11,0.01,598.0,Latin America and the Caribbean,SLV
1693,El Salvador,1920,71.4,25.8,8.1,2.6,1.0,0.3,0.2,1.31,1.19,0.11,0.01,664.0,Latin America and the Caribbean,SLV
1694,El Salvador,1925,69.8,27.2,8.7,2.7,1.1,0.3,0.2,1.38,1.26,0.12,0.01,736.0,Latin America and the Caribbean,SLV
1695,El Salvador,1930,68.7,28.2,9.3,2.8,1.1,0.3,0.2,1.44,1.31,0.12,0.01,811.0,Latin America and the Caribbean,SLV
1696,El Salvador,1935,69.0,27.9,9.3,2.8,1.1,0.3,0.2,1.44,1.31,0.12,0.01,853.0,Latin America and the Caribbean,SLV
1697,El Salvador,1940,69.2,27.6,9.5,2.9,1.1,0.3,0.2,1.44,1.31,0.12,0.01,895.0,Latin America and the Caribbean,SLV
1698,El Salvador,1945,66.6,30.0,10.6,3.0,1.2,0.4,0.2,1.56,1.42,0.13,0.01,942.0,Latin America and the Caribbean,SLV
1699,El Salvador,1950,63.8,32.5,6.3,3.4,1.3,0.4,0.3,1.55,1.39,0.15,0.01,1050.0,Latin America and the Caribbean,SLV
1700,El Salvador,1955,60.9,34.3,5.9,4.4,1.7,0.4,0.2,1.7,1.5,0.19,0.01,1172.0,Latin America and the Caribbean,SLV
1701,El Salvador,1960,55.9,37.5,6.3,6.3,2.3,0.4,0.2,1.98,1.72,0.26,0.01,1324.0,Latin America and the Caribbean,SLV
1702,El Salvador,1965,50.5,40.8,9.7,7.6,2.7,1.1,0.8,2.41,2.04,0.34,0.04,1530.0,Latin America and the Caribbean,SLV
1703,El Salvador,1970,43.9,44.8,12.6,9.3,3.3,1.9,1.2,2.9,2.4,0.44,0.06,1828.0,Latin America and the Caribbean,SLV
1704,El Salvador,1975,38.3,48.7,15.6,9.4,3.5,3.6,2.6,3.37,2.71,0.53,0.12,2116.0,Latin America and the Caribbean,SLV
1705,El Salvador,1980,33.4,51.6,17.6,10.8,4.0,4.3,3.1,3.74,2.98,0.62,0.15,2377.0,Latin America and the Caribbean,SLV
1706,El Salvador,1985,30.9,52.3,19.0,9.6,3.9,7.2,5.4,4.57,3.57,0.75,0.25,2515.0,Latin America and the Caribbean,SLV
1707,El Salvador,1990,27.5,52.9,19.9,13.2,5.1,6.2,4.6,5.08,4.09,0.77,0.22,2810.0,Latin America and the Caribbean,SLV
1708,El Salvador,1995,22.9,49.8,13.9,19.1,7.7,8.2,6.2,5.8,4.58,0.94,0.29,3286.0,Latin America and the Caribbean,SLV
1709,El Salvador,2000,17.7,45.1,17.9,27.9,12.3,9.4,7.1,7.04,5.55,1.16,0.33,3730.0,Latin America and the Caribbean,SLV
1710,El Salvador,2005,12.0,42.0,19.1,35.8,16.8,10.2,7.7,8.08,6.35,1.37,0.36,4174.0,Latin America and the Caribbean,SLV
1711,El Salvador,2010,3.2,49.1,15.0,42.4,24.9,5.3,4.0,8.06,6.33,1.55,0.19,4653.0,Latin America and the Caribbean,SLV
1716,Guatemala,1870,92.5,7.3,1.9,0.3,0.1,0.0,0.0,0.3,0.29,0.01,0.0,636.0,Latin America and the Caribbean,GTM
1717,Guatemala,1875,91.4,8.3,2.2,0.3,0.2,0.0,0.0,0.35,0.34,0.01,0.0,663.0,Latin America and the Caribbean,GTM
1718,Guatemala,1880,90.1,9.5,2.6,0.4,0.2,0.0,0.0,0.4,0.39,0.02,0.0,691.0,Latin America and the Caribbean,GTM
1719,Guatemala,1885,88.8,10.8,3.0,0.5,0.2,0.0,0.0,0.46,0.44,0.02,0.0,709.0,Latin America and the Caribbean,GTM
1720,Guatemala,1890,87.2,12.2,3.4,0.6,0.3,0.0,0.0,0.53,0.51,0.02,0.0,727.0,Latin America and the Caribbean,GTM
1721,Guatemala,1895,84.7,14.3,4.1,1.0,0.5,0.0,0.0,0.65,0.61,0.04,0.0,746.0,Latin America and the Caribbean,GTM
1722,Guatemala,1900,79.6,18.8,5.4,1.4,0.7,0.2,0.1,0.89,0.82,0.06,0.01,765.0,Latin America and the Caribbean,GTM
1723,Guatemala,1905,78.8,19.3,5.7,1.6,0.8,0.2,0.1,0.95,0.86,0.07,0.01,806.0,Latin America and the Caribbean,GTM
1724,Guatemala,1910,75.1,22.8,6.9,1.9,1.0,0.2,0.2,1.11,1.02,0.08,0.01,848.0,Latin America and the Caribbean,GTM
